#atom|charge|method|property|T(K)|Value|spin multiplicity|unit|reference|
Na|0|exp|H(0)-H(T)|300|6.499|2|kJ/mol|http://kinetics.nist.gov/janaf|
Na|0|exp|S0(T)|300|51.629|2|J/mol K|http://kinetics.nist.gov/janaf|
Na|0|exp|H(0)-H(T)|370.980|8.599|2|kJ/mol|http://kinetics.nist.gov/janaf|
Na|0|exp|S0(T)|370.980|57.898|2|J/mol K|http://kinetics.nist.gov/janaf|
Na|0|exp|H(0)-H(T)|370.980|11.202|2|kJ/mol|http://kinetics.nist.gov/janaf|
Na|0|exp|S0(T)|370.980|64.915|2|J/mol K|http://kinetics.nist.gov/janaf|
Na|0|exp|H(0)-H(T)|400|12.121|2|kJ/mol|http://kinetics.nist.gov/janaf|
Na|0|exp|S0(T)|400|67.301|2|J/mol K|http://kinetics.nist.gov/janaf|
Na|0|exp|H(0)-H(T)|500|15.222|2|kJ/mol|http://kinetics.nist.gov/janaf|
Na|0|exp|S0(T)|500|74.225|2|J/mol K|http://kinetics.nist.gov/janaf|
Na|0|exp|H(0)-H(T)|600|18.238|2|kJ/mol|http://kinetics.nist.gov/janaf|
Na|0|exp|S0(T)|600|79.726|2|J/mol K|http://kinetics.nist.gov/janaf|
Na|0|exp|H(0)-H(T)|700|21.19|2|kJ/mol|http://kinetics.nist.gov/janaf|
Na|0|exp|S0(T)|700|84.278|2|J/mol K|http://kinetics.nist.gov/janaf|
Na|0|exp|H(0)-H(T)|800|24.099|2|kJ/mol|http://kinetics.nist.gov/janaf|
Na|0|exp|S0(T)|800|88.163|2|J/mol K|http://kinetics.nist.gov/janaf|
Na|0|exp|H(0)-H(T)|900|26.987|2|kJ/mol|http://kinetics.nist.gov/janaf|
Na|0|exp|S0(T)|900|91.564|2|J/mol K|http://kinetics.nist.gov/janaf|
Na|0|exp|H(0)-H(T)|1000|29.874|2|kJ/mol|http://kinetics.nist.gov/janaf|
Na|0|exp|S0(T)|1000|94.606|2|J/mol K|http://kinetics.nist.gov/janaf|
Na|0|exp|H(0)-H(T)|1100|32.782|2|kJ/mol|http://kinetics.nist.gov/janaf|
Na|0|exp|S0(T)|1100|97.377|2|J/mol K|http://kinetics.nist.gov/janaf|
Na|0|exp|H(0)-H(T)|1170.525|34.858|2|kJ/mol|http://kinetics.nist.gov/janaf|
Na|0|exp|S0(T)|1170.525|99.206|2|J/mol K|http://kinetics.nist.gov/janaf|
Na|0|exp|H(0)-H(T)|1170.525|131.88|2|kJ/mol|http://kinetics.nist.gov/janaf|
Na|0|exp|S0(T)|1170.525|182.094|2|J/mol K|http://kinetics.nist.gov/janaf|
Na|0|exp|H(0)-H(T)|1200|132.493|2|kJ/mol|http://kinetics.nist.gov/janaf|
Na|0|exp|S0(T)|1200|182.611|2|J/mol K|http://kinetics.nist.gov/janaf|
Na|0|exp|H(0)-H(T)|1300|134.571|2|kJ/mol|http://kinetics.nist.gov/janaf|
Na|0|exp|S0(T)|1300|184.275|2|J/mol K|http://kinetics.nist.gov/janaf|
Na|0|exp|H(0)-H(T)|1400|136.65|2|kJ/mol|http://kinetics.nist.gov/janaf|
Na|0|exp|S0(T)|1400|185.815|2|J/mol K|http://kinetics.nist.gov/janaf|
Na|0|exp|H(0)-H(T)|1500|138.729|2|kJ/mol|http://kinetics.nist.gov/janaf|
Na|0|exp|S0(T)|1500|187.249|2|J/mol K|http://kinetics.nist.gov/janaf|
Na|0|exp|H(0)-H(T)|1600|140.807|2|kJ/mol|http://kinetics.nist.gov/janaf|
Na|0|exp|S0(T)|1600|188.591|2|J/mol K|http://kinetics.nist.gov/janaf|
Na|0|exp|H(0)-H(T)|1700|142.886|2|kJ/mol|http://kinetics.nist.gov/janaf|
Na|0|exp|S0(T)|1700|189.851|2|J/mol K|http://kinetics.nist.gov/janaf|
Na|0|exp|H(0)-H(T)|1800|144.965|2|kJ/mol|http://kinetics.nist.gov/janaf|
Na|0|exp|S0(T)|1800|191.039|2|J/mol K|http://kinetics.nist.gov/janaf|
Na|0|exp|H(0)-H(T)|1900|147.045|2|kJ/mol|http://kinetics.nist.gov/janaf|
Na|0|exp|S0(T)|1900|192.164|2|J/mol K|http://kinetics.nist.gov/janaf|
Na|0|exp|H(0)-H(T)|2000|149.125|2|kJ/mol|http://kinetics.nist.gov/janaf|
Na|0|exp|S0(T)|2000|193.231|2|J/mol K|http://kinetics.nist.gov/janaf|
Na|0|exp|H(0)-H(T)|2100|151.206|2|kJ/mol|http://kinetics.nist.gov/janaf|
Na|0|exp|S0(T)|2100|194.246|2|J/mol K|http://kinetics.nist.gov/janaf|
Na|0|exp|H(0)-H(T)|2200|153.288|2|kJ/mol|http://kinetics.nist.gov/janaf|
Na|0|exp|S0(T)|2200|195.215|2|J/mol K|http://kinetics.nist.gov/janaf|
Na|0|exp|H(0)-H(T)|2300|155.372|2|kJ/mol|http://kinetics.nist.gov/janaf|
Na|0|exp|S0(T)|2300|196.141|2|J/mol K|http://kinetics.nist.gov/janaf|
Na|0|exp|H(0)-H(T)|2400|157.459|2|kJ/mol|http://kinetics.nist.gov/janaf|
Na|0|exp|S0(T)|2400|197.029|2|J/mol K|http://kinetics.nist.gov/janaf|
Na|0|exp|H(0)-H(T)|2500|159.55|2|kJ/mol|http://kinetics.nist.gov/janaf|
Na|0|exp|S0(T)|2500|197.883|2|J/mol K|http://kinetics.nist.gov/janaf|
Na|0|exp|H(0)-H(T)|2600|161.645|2|kJ/mol|http://kinetics.nist.gov/janaf|
Na|0|exp|S0(T)|2600|198.704|2|J/mol K|http://kinetics.nist.gov/janaf|
Na|0|exp|H(0)-H(T)|2700|163.745|2|kJ/mol|http://kinetics.nist.gov/janaf|
Na|0|exp|S0(T)|2700|199.497|2|J/mol K|http://kinetics.nist.gov/janaf|
Na|0|exp|H(0)-H(T)|2800|165.852|2|kJ/mol|http://kinetics.nist.gov/janaf|
Na|0|exp|S0(T)|2800|200.263|2|J/mol K|http://kinetics.nist.gov/janaf|
Na|0|exp|H(0)-H(T)|2900|167.966|2|kJ/mol|http://kinetics.nist.gov/janaf|
Na|0|exp|S0(T)|2900|201.005|2|J/mol K|http://kinetics.nist.gov/janaf|
Na|0|exp|H(0)-H(T)|3000|170.09|2|kJ/mol|http://kinetics.nist.gov/janaf|
Na|0|exp|S0(T)|3000|201.725|2|J/mol K|http://kinetics.nist.gov/janaf|
Na|0|exp|H(0)-H(T)|3100|172.224|2|kJ/mol|http://kinetics.nist.gov/janaf|
Na|0|exp|S0(T)|3100|202.425|2|J/mol K|http://kinetics.nist.gov/janaf|
Na|0|exp|H(0)-H(T)|3200|174.371|2|kJ/mol|http://kinetics.nist.gov/janaf|
Na|0|exp|S0(T)|3200|203.106|2|J/mol K|http://kinetics.nist.gov/janaf|
Na|0|exp|H(0)-H(T)|3300|176.531|2|kJ/mol|http://kinetics.nist.gov/janaf|
Na|0|exp|S0(T)|3300|203.771|2|J/mol K|http://kinetics.nist.gov/janaf|
Na|0|exp|H(0)-H(T)|3400|178.707|2|kJ/mol|http://kinetics.nist.gov/janaf|
Na|0|exp|S0(T)|3400|204.421|2|J/mol K|http://kinetics.nist.gov/janaf|
Na|0|exp|H(0)-H(T)|3500|180.901|2|kJ/mol|http://kinetics.nist.gov/janaf|
Na|0|exp|S0(T)|3500|205.057|2|J/mol K|http://kinetics.nist.gov/janaf|
Na|0|exp|H(0)-H(T)|3600|183.114|2|kJ/mol|http://kinetics.nist.gov/janaf|
Na|0|exp|S0(T)|3600|205.68|2|J/mol K|http://kinetics.nist.gov/janaf|
Na|0|exp|H(0)-H(T)|3700|185.348|2|kJ/mol|http://kinetics.nist.gov/janaf|
Na|0|exp|S0(T)|3700|206.292|2|J/mol K|http://kinetics.nist.gov/janaf|
Na|0|exp|H(0)-H(T)|3800|187.607|2|kJ/mol|http://kinetics.nist.gov/janaf|
Na|0|exp|S0(T)|3800|206.894|2|J/mol K|http://kinetics.nist.gov/janaf|
Na|0|exp|H(0)-H(T)|3900|189.891|2|kJ/mol|http://kinetics.nist.gov/janaf|
Na|0|exp|S0(T)|3900|207.488|2|J/mol K|http://kinetics.nist.gov/janaf|
Na|0|exp|H(0)-H(T)|4000|192.204|2|kJ/mol|http://kinetics.nist.gov/janaf|
Na|0|exp|S0(T)|4000|208.073|2|J/mol K|http://kinetics.nist.gov/janaf|
Na|0|exp|H(0)-H(T)|4100|194.547|2|kJ/mol|http://kinetics.nist.gov/janaf|
Na|0|exp|S0(T)|4100|208.652|2|J/mol K|http://kinetics.nist.gov/janaf|
Na|0|exp|H(0)-H(T)|4200|196.922|2|kJ/mol|http://kinetics.nist.gov/janaf|
Na|0|exp|S0(T)|4200|209.224|2|J/mol K|http://kinetics.nist.gov/janaf|
Na|0|exp|H(0)-H(T)|4300|199.336|2|kJ/mol|http://kinetics.nist.gov/janaf|
Na|0|exp|S0(T)|4300|209.792|2|J/mol K|http://kinetics.nist.gov/janaf|
Na|0|exp|H(0)-H(T)|4400|201.745|2|kJ/mol|http://kinetics.nist.gov/janaf|
Na|0|exp|S0(T)|4400|210.345|2|J/mol K|http://kinetics.nist.gov/janaf|
Na|0|exp|H(0)-H(T)|4500|204.216|2|kJ/mol|http://kinetics.nist.gov/janaf|
Na|0|exp|S0(T)|4500|210.901|2|J/mol K|http://kinetics.nist.gov/janaf|
Na|0|exp|H(0)-H(T)|4600|206.736|2|kJ/mol|http://kinetics.nist.gov/janaf|
Na|0|exp|S0(T)|4600|211.454|2|J/mol K|http://kinetics.nist.gov/janaf|
Na|0|exp|H(0)-H(T)|4700|209.301|2|kJ/mol|http://kinetics.nist.gov/janaf|
Na|0|exp|S0(T)|4700|212.006|2|J/mol K|http://kinetics.nist.gov/janaf|
Na|0|exp|H(0)-H(T)|4800|211.913|2|kJ/mol|http://kinetics.nist.gov/janaf|
Na|0|exp|S0(T)|4800|212.556|2|J/mol K|http://kinetics.nist.gov/janaf|
Na|0|exp|H(0)-H(T)|4900|214.574|2|kJ/mol|http://kinetics.nist.gov/janaf|
Na|0|exp|S0(T)|4900|213.104|2|J/mol K|http://kinetics.nist.gov/janaf|
Na|0|exp|H(0)-H(T)|5000|217.279|2|kJ/mol|http://kinetics.nist.gov/janaf|
Na|0|exp|S0(T)|5000|213.651|2|J/mol K|http://kinetics.nist.gov/janaf|
Na|0|exp|H(0)-H(T)|5200|222.87|2|kJ/mol|http://kinetics.nist.gov/janaf|
Na|0|exp|S0(T)|5200|214.747|2|J/mol K|http://kinetics.nist.gov/janaf|
Na|0|exp|H(0)-H(T)|5400|228.701|2|kJ/mol|http://kinetics.nist.gov/janaf|
Na|0|exp|S0(T)|5400|215.847|2|J/mol K|http://kinetics.nist.gov/janaf|
Na|0|exp|H(0)-H(T)|5600|234.793|2|kJ/mol|http://kinetics.nist.gov/janaf|
Na|0|exp|S0(T)|5600|216.955|2|J/mol K|http://kinetics.nist.gov/janaf|
Na|0|exp|H(0)-H(T)|5800|241.164|2|kJ/mol|http://kinetics.nist.gov/janaf|
Na|0|exp|S0(T)|5800|218.073|2|J/mol K|http://kinetics.nist.gov/janaf|
Na|0|exp|H(0)-H(T)|6000|247.673|2|kJ/mol|http://kinetics.nist.gov/janaf|
Na|0|exp|S0(T)|6000|219.173|2|J/mol K|http://kinetics.nist.gov/janaf|
Na|0|exp|DHf(T)|0|107.549|2|kJ/mol|http://kinetics.nist.gov/janaf|
Na|0|exp|DHf(T)|100|108.288|2|kJ/mol|http://kinetics.nist.gov/janaf|
Na|0|exp|DHf(T)|200|107.911|2|kJ/mol|http://kinetics.nist.gov/janaf|
Na|0|exp|DHf(T)|250|107.626|2|kJ/mol|http://kinetics.nist.gov/janaf|
Na|0|exp|DHf(T)|298.15|107.300|2|kJ/mol|http://kinetics.nist.gov/janaf|
Na|0|exp|DHf(T)|300|107.286|2|kJ/mol|http://kinetics.nist.gov/janaf|
Na|0|exp|DHf(T)|350|106.873|2|kJ/mol|http://kinetics.nist.gov/janaf|
Na|0|exp|DHf(T)|400|103.743|2|kJ/mol|http://kinetics.nist.gov/janaf|
Na|0|exp|DHf(T)|450|103.220|2|kJ/mol|http://kinetics.nist.gov/janaf|
Na|0|exp|DHf(T)|500|102.721|2|kJ/mol|http://kinetics.nist.gov/janaf|
Na|0|exp|DHf(T)|600|101.783|2|kJ/mol|http://kinetics.nist.gov/janaf|
Na|0|exp|DHf(T)|700|100.909|2|kJ/mol|http://kinetics.nist.gov/janaf|
Na|0|exp|DHf(T)|800|100.079|2|kJ/mol|http://kinetics.nist.gov/janaf|
Na|0|exp|DHf(T)|900|99.270|2|kJ/mol|http://kinetics.nist.gov/janaf|
Na|0|exp|DHf(T)|1000|98.462|2|kJ/mol|http://kinetics.nist.gov/janaf|
Na|0|exp|DHf(T)|1100|97.632|2|kJ/mol|http://kinetics.nist.gov/janaf|
Na|0|exp|DHf(T)|1200|0.|2|kJ/mol|http://kinetics.nist.gov/janaf|
Na|0|exp|DHf(T)|1300|0.|2|kJ/mol|http://kinetics.nist.gov/janaf|
Na|0|exp|DHf(T)|1400|0.|2|kJ/mol|http://kinetics.nist.gov/janaf|
Na|0|exp|DHf(T)|1500|0.|2|kJ/mol|http://kinetics.nist.gov/janaf|
Na|0|exp|DHf(T)|1600|0.|2|kJ/mol|http://kinetics.nist.gov/janaf|
Na|0|exp|DHf(T)|1700|0.|2|kJ/mol|http://kinetics.nist.gov/janaf|
Na|0|exp|DHf(T)|1800|0.|2|kJ/mol|http://kinetics.nist.gov/janaf|
Na|0|exp|DHf(T)|1900|0.|2|kJ/mol|http://kinetics.nist.gov/janaf|
Na|0|exp|DHf(T)|2000|0.|2|kJ/mol|http://kinetics.nist.gov/janaf|
Na|0|exp|DHf(T)|2100|0.|2|kJ/mol|http://kinetics.nist.gov/janaf|
Na|0|exp|DHf(T)|2200|0.|2|kJ/mol|http://kinetics.nist.gov/janaf|
Na|0|exp|DHf(T)|2300|0.|2|kJ/mol|http://kinetics.nist.gov/janaf|
Na|0|exp|DHf(T)|2400|0.|2|kJ/mol|http://kinetics.nist.gov/janaf|
Na|0|exp|DHf(T)|2500|0.|2|kJ/mol|http://kinetics.nist.gov/janaf|
Na|0|exp|DHf(T)|2600|0.|2|kJ/mol|http://kinetics.nist.gov/janaf|
Na|0|exp|DHf(T)|2700|0.|2|kJ/mol|http://kinetics.nist.gov/janaf|
Na|0|exp|DHf(T)|2800|0.|2|kJ/mol|http://kinetics.nist.gov/janaf|
Na|0|exp|DHf(T)|2900|0.|2|kJ/mol|http://kinetics.nist.gov/janaf|
Na|0|exp|DHf(T)|3000|0.|2|kJ/mol|http://kinetics.nist.gov/janaf|
Na|0|exp|DHf(T)|3100|0.|2|kJ/mol|http://kinetics.nist.gov/janaf|
Na|0|exp|DHf(T)|3200|0.|2|kJ/mol|http://kinetics.nist.gov/janaf|
Na|0|exp|DHf(T)|3300|0.|2|kJ/mol|http://kinetics.nist.gov/janaf|
Na|0|exp|DHf(T)|3400|0.|2|kJ/mol|http://kinetics.nist.gov/janaf|
Na|0|exp|DHf(T)|3500|0.|2|kJ/mol|http://kinetics.nist.gov/janaf|
Na|0|exp|DHf(T)|3600|0.|2|kJ/mol|http://kinetics.nist.gov/janaf|
Na|0|exp|DHf(T)|3700|0.|2|kJ/mol|http://kinetics.nist.gov/janaf|
Na|0|exp|DHf(T)|3800|0.|2|kJ/mol|http://kinetics.nist.gov/janaf|
Na|0|exp|DHf(T)|3900|0.|2|kJ/mol|http://kinetics.nist.gov/janaf|
Na|0|exp|DHf(T)|4000|0.|2|kJ/mol|http://kinetics.nist.gov/janaf|
Na|0|exp|DHf(T)|4100|0.|2|kJ/mol|http://kinetics.nist.gov/janaf|
Na|0|exp|DHf(T)|4200|0.|2|kJ/mol|http://kinetics.nist.gov/janaf|
Na|0|exp|DHf(T)|4300|0.|2|kJ/mol|http://kinetics.nist.gov/janaf|
Na|0|exp|DHf(T)|4400|0.|2|kJ/mol|http://kinetics.nist.gov/janaf|
Na|0|exp|DHf(T)|4500|0.|2|kJ/mol|http://kinetics.nist.gov/janaf|
Na|0|exp|DHf(T)|4600|0.|2|kJ/mol|http://kinetics.nist.gov/janaf|
Na|0|exp|DHf(T)|4700|0.|2|kJ/mol|http://kinetics.nist.gov/janaf|
Na|0|exp|DHf(T)|4800|0.|2|kJ/mol|http://kinetics.nist.gov/janaf|
Na|0|exp|DHf(T)|4900|0.|2|kJ/mol|http://kinetics.nist.gov/janaf|
Na|0|exp|DHf(T)|5000|0.|2|kJ/mol|http://kinetics.nist.gov/janaf|
Na|0|exp|DHf(T)|5100|0.|2|kJ/mol|http://kinetics.nist.gov/janaf|
Na|0|exp|DHf(T)|5200|0.|2|kJ/mol|http://kinetics.nist.gov/janaf|
Na|0|exp|DHf(T)|5300|0.|2|kJ/mol|http://kinetics.nist.gov/janaf|
Na|0|exp|DHf(T)|5400|0.|2|kJ/mol|http://kinetics.nist.gov/janaf|
Na|0|exp|DHf(T)|5500|0.|2|kJ/mol|http://kinetics.nist.gov/janaf|
Na|0|exp|DHf(T)|5600|0.|2|kJ/mol|http://kinetics.nist.gov/janaf|
Na|0|exp|DHf(T)|5700|0.|2|kJ/mol|http://kinetics.nist.gov/janaf|
Na|0|exp|DHf(T)|5800|0.|2|kJ/mol|http://kinetics.nist.gov/janaf|
Na|0|exp|DHf(T)|5900|0.|2|kJ/mol|http://kinetics.nist.gov/janaf|
Na|0|exp|DHf(T)|6000|0.|2|kJ/mol|http://kinetics.nist.gov/janaf|
Nb|0|exp|H(0)-H(T)|0|0|2|kJ/mol|http://kinetics.nist.gov/janaf|
Nb|0|exp|S0(T)|0|0|2|J/mol K|http://kinetics.nist.gov/janaf|
Nb|0|exp|H(0)-H(T)|100|0.781|2|kJ/mol|http://kinetics.nist.gov/janaf|
Nb|0|exp|S0(T)|100|12.558|2|J/mol K|http://kinetics.nist.gov/janaf|
Nb|0|exp|H(0)-H(T)|200|2.88|2|kJ/mol|http://kinetics.nist.gov/janaf|
Nb|0|exp|S0(T)|200|26.878|2|J/mol K|http://kinetics.nist.gov/janaf|
Nb|0|exp|H(0)-H(T)|250|4.064|2|kJ/mol|http://kinetics.nist.gov/janaf|
Nb|0|exp|S0(T)|250|32.159|2|J/mol K|http://kinetics.nist.gov/janaf|
Nb|0|exp|H(0)-H(T)|298.15|5.241|2|kJ/mol|http://kinetics.nist.gov/janaf|
Nb|0|exp|S0(T)|298.15|36.464|2|J/mol K|http://kinetics.nist.gov/janaf|
Nb|0|exp|H(0)-H(T)|300|5.287|2|kJ/mol|http://kinetics.nist.gov/janaf|
Nb|0|exp|S0(T)|300|36.616|2|J/mol K|http://kinetics.nist.gov/janaf|
Nb|0|exp|H(0)-H(T)|400|7.794|2|kJ/mol|http://kinetics.nist.gov/janaf|
Nb|0|exp|S0(T)|400|43.826|2|J/mol K|http://kinetics.nist.gov/janaf|
Nb|0|exp|H(0)-H(T)|500|10.359|2|kJ/mol|http://kinetics.nist.gov/janaf|
Nb|0|exp|S0(T)|500|49.548|2|J/mol K|http://kinetics.nist.gov/janaf|
Nb|0|exp|H(0)-H(T)|600|12.972|2|kJ/mol|http://kinetics.nist.gov/janaf|
Nb|0|exp|S0(T)|600|54.309|2|J/mol K|http://kinetics.nist.gov/janaf|
Nb|0|exp|H(0)-H(T)|700|15.628|2|kJ/mol|http://kinetics.nist.gov/janaf|
Nb|0|exp|S0(T)|700|58.403|2|J/mol K|http://kinetics.nist.gov/janaf|
Nb|0|exp|H(0)-H(T)|800|18.325|2|kJ/mol|http://kinetics.nist.gov/janaf|
Nb|0|exp|S0(T)|800|62.004|2|J/mol K|http://kinetics.nist.gov/janaf|
Nb|0|exp|H(0)-H(T)|900|21.064|2|kJ/mol|http://kinetics.nist.gov/janaf|
Nb|0|exp|S0(T)|900|65.23|2|J/mol K|http://kinetics.nist.gov/janaf|
Nb|0|exp|H(0)-H(T)|1000|23.844|2|kJ/mol|http://kinetics.nist.gov/janaf|
Nb|0|exp|S0(T)|1000|68.158|2|J/mol K|http://kinetics.nist.gov/janaf|
Nb|0|exp|H(0)-H(T)|1100|26.664|2|kJ/mol|http://kinetics.nist.gov/janaf|
Nb|0|exp|S0(T)|1100|70.846|2|J/mol K|http://kinetics.nist.gov/janaf|
Nb|0|exp|H(0)-H(T)|1200|29.525|2|kJ/mol|http://kinetics.nist.gov/janaf|
Nb|0|exp|S0(T)|1200|73.334|2|J/mol K|http://kinetics.nist.gov/janaf|
Nb|0|exp|H(0)-H(T)|1300|32.423|2|kJ/mol|http://kinetics.nist.gov/janaf|
Nb|0|exp|S0(T)|1300|75.654|2|J/mol K|http://kinetics.nist.gov/janaf|
Nb|0|exp|H(0)-H(T)|1400|35.361|2|kJ/mol|http://kinetics.nist.gov/janaf|
Nb|0|exp|S0(T)|1400|77.831|2|J/mol K|http://kinetics.nist.gov/janaf|
Nb|0|exp|H(0)-H(T)|1500|38.343|2|kJ/mol|http://kinetics.nist.gov/janaf|
Nb|0|exp|S0(T)|1500|79.888|2|J/mol K|http://kinetics.nist.gov/janaf|
Nb|0|exp|H(0)-H(T)|1600|41.376|2|kJ/mol|http://kinetics.nist.gov/janaf|
Nb|0|exp|S0(T)|1600|81.846|2|J/mol K|http://kinetics.nist.gov/janaf|
Nb|0|exp|H(0)-H(T)|1700|44.467|2|kJ/mol|http://kinetics.nist.gov/janaf|
Nb|0|exp|S0(T)|1700|83.719|2|J/mol K|http://kinetics.nist.gov/janaf|
Nb|0|exp|H(0)-H(T)|1800|47.622|2|kJ/mol|http://kinetics.nist.gov/janaf|
Nb|0|exp|S0(T)|1800|85.523|2|J/mol K|http://kinetics.nist.gov/janaf|
Nb|0|exp|H(0)-H(T)|1900|50.849|2|kJ/mol|http://kinetics.nist.gov/janaf|
Nb|0|exp|S0(T)|1900|87.267|2|J/mol K|http://kinetics.nist.gov/janaf|
Nb|0|exp|H(0)-H(T)|2000|54.152|2|kJ/mol|http://kinetics.nist.gov/janaf|
Nb|0|exp|S0(T)|2000|88.961|2|J/mol K|http://kinetics.nist.gov/janaf|
Nb|0|exp|H(0)-H(T)|2100|57.537|2|kJ/mol|http://kinetics.nist.gov/janaf|
Nb|0|exp|S0(T)|2100|90.612|2|J/mol K|http://kinetics.nist.gov/janaf|
Nb|0|exp|H(0)-H(T)|2200|61.009|2|kJ/mol|http://kinetics.nist.gov/janaf|
Nb|0|exp|S0(T)|2200|92.228|2|J/mol K|http://kinetics.nist.gov/janaf|
Nb|0|exp|H(0)-H(T)|2300|64.577|2|kJ/mol|http://kinetics.nist.gov/janaf|
Nb|0|exp|S0(T)|2300|93.813|2|J/mol K|http://kinetics.nist.gov/janaf|
Nb|0|exp|H(0)-H(T)|2400|68.251|2|kJ/mol|http://kinetics.nist.gov/janaf|
Nb|0|exp|S0(T)|2400|95.377|2|J/mol K|http://kinetics.nist.gov/janaf|
Nb|0|exp|H(0)-H(T)|2500|72.046|2|kJ/mol|http://kinetics.nist.gov/janaf|
Nb|0|exp|S0(T)|2500|96.926|2|J/mol K|http://kinetics.nist.gov/janaf|
Nb|0|exp|H(0)-H(T)|2600|75.986|2|kJ/mol|http://kinetics.nist.gov/janaf|
Nb|0|exp|S0(T)|2600|98.471|2|J/mol K|http://kinetics.nist.gov/janaf|
Nb|0|exp|H(0)-H(T)|2700|80.109|2|kJ/mol|http://kinetics.nist.gov/janaf|
Nb|0|exp|S0(T)|2700|100.027|2|J/mol K|http://kinetics.nist.gov/janaf|
Nb|0|exp|H(0)-H(T)|2750.000|82.252|2|kJ/mol|http://kinetics.nist.gov/janaf|
Nb|0|exp|S0(T)|2750.000|100.813|2|J/mol K|http://kinetics.nist.gov/janaf|
Nb|0|exp|H(0)-H(T)|2750.000|109.155|2|kJ/mol|http://kinetics.nist.gov/janaf|
Nb|0|exp|S0(T)|2750.000|110.596|2|J/mol K|http://kinetics.nist.gov/janaf|
Nb|0|exp|H(0)-H(T)|2800|110.828|2|kJ/mol|http://kinetics.nist.gov/janaf|
Nb|0|exp|S0(T)|2800|111.199|2|J/mol K|http://kinetics.nist.gov/janaf|
Nb|0|exp|H(0)-H(T)|2900|114.176|2|kJ/mol|http://kinetics.nist.gov/janaf|
Nb|0|exp|S0(T)|2900|112.374|2|J/mol K|http://kinetics.nist.gov/janaf|
Nb|0|exp|H(0)-H(T)|3000|117.523|2|kJ/mol|http://kinetics.nist.gov/janaf|
Nb|0|exp|S0(T)|3000|113.508|2|J/mol K|http://kinetics.nist.gov/janaf|
Nb|0|exp|H(0)-H(T)|3100|120.87|2|kJ/mol|http://kinetics.nist.gov/janaf|
Nb|0|exp|S0(T)|3100|114.606|2|J/mol K|http://kinetics.nist.gov/janaf|
Nb|0|exp|H(0)-H(T)|3200|124.217|2|kJ/mol|http://kinetics.nist.gov/janaf|
Nb|0|exp|S0(T)|3200|115.669|2|J/mol K|http://kinetics.nist.gov/janaf|
Nb|0|exp|H(0)-H(T)|3300|127.564|2|kJ/mol|http://kinetics.nist.gov/janaf|
Nb|0|exp|S0(T)|3300|116.699|2|J/mol K|http://kinetics.nist.gov/janaf|
Nb|0|exp|H(0)-H(T)|3400|130.912|2|kJ/mol|http://kinetics.nist.gov/janaf|
Nb|0|exp|S0(T)|3400|117.698|2|J/mol K|http://kinetics.nist.gov/janaf|
Nb|0|exp|H(0)-H(T)|3500|134.259|2|kJ/mol|http://kinetics.nist.gov/janaf|
Nb|0|exp|S0(T)|3500|118.668|2|J/mol K|http://kinetics.nist.gov/janaf|
Nb|0|exp|H(0)-H(T)|3600|137.606|2|kJ/mol|http://kinetics.nist.gov/janaf|
Nb|0|exp|S0(T)|3600|119.611|2|J/mol K|http://kinetics.nist.gov/janaf|
Nb|0|exp|H(0)-H(T)|3700|140.953|2|kJ/mol|http://kinetics.nist.gov/janaf|
Nb|0|exp|S0(T)|3700|120.528|2|J/mol K|http://kinetics.nist.gov/janaf|
Nb|0|exp|H(0)-H(T)|3800|144.3|2|kJ/mol|http://kinetics.nist.gov/janaf|
Nb|0|exp|S0(T)|3800|121.421|2|J/mol K|http://kinetics.nist.gov/janaf|
Nb|0|exp|H(0)-H(T)|3900|147.648|2|kJ/mol|http://kinetics.nist.gov/janaf|
Nb|0|exp|S0(T)|3900|122.29|2|J/mol K|http://kinetics.nist.gov/janaf|
Nb|0|exp|H(0)-H(T)|4000|150.995|2|kJ/mol|http://kinetics.nist.gov/janaf|
Nb|0|exp|S0(T)|4000|123.138|2|J/mol K|http://kinetics.nist.gov/janaf|
Nb|0|exp|H(0)-H(T)|4100|154.342|2|kJ/mol|http://kinetics.nist.gov/janaf|
Nb|0|exp|S0(T)|4100|123.964|2|J/mol K|http://kinetics.nist.gov/janaf|
Nb|0|exp|H(0)-H(T)|4200|157.689|2|kJ/mol|http://kinetics.nist.gov/janaf|
Nb|0|exp|S0(T)|4200|124.771|2|J/mol K|http://kinetics.nist.gov/janaf|
Nb|0|exp|H(0)-H(T)|4300|161.036|2|kJ/mol|http://kinetics.nist.gov/janaf|
Nb|0|exp|S0(T)|4300|125.558|2|J/mol K|http://kinetics.nist.gov/janaf|
Nb|0|exp|H(0)-H(T)|4400|164.384|2|kJ/mol|http://kinetics.nist.gov/janaf|
Nb|0|exp|S0(T)|4400|126.328|2|J/mol K|http://kinetics.nist.gov/janaf|
Nb|0|exp|H(0)-H(T)|4500|167.731|2|kJ/mol|http://kinetics.nist.gov/janaf|
Nb|0|exp|S0(T)|4500|127.08|2|J/mol K|http://kinetics.nist.gov/janaf|
Nb|0|exp|H(0)-H(T)|4600|171.078|2|kJ/mol|http://kinetics.nist.gov/janaf|
Nb|0|exp|S0(T)|4600|127.816|2|J/mol K|http://kinetics.nist.gov/janaf|
Nb|0|exp|H(0)-H(T)|4700|174.425|2|kJ/mol|http://kinetics.nist.gov/janaf|
